standtype,site,rep,distance,vertical,species,code,lifeform,status,lifecycle,Family
intact,Intact_3,3,26,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,26,3,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,26,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,27,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,27,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,27,3,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,27,4,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,27,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,28,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,28,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,28,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,29,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,29,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
intact,Intact_3,3,29,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,30,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,30,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,30,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,31,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,31,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,31,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,32,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,32,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,32,3,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,32,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,33,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,33,2,,HEAR dead,shrub,native,perennial,Rosaceae
intact,Intact_3,3,33,3,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,33,4,,dd HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,33,5,Rhus ovata,rhov,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,33,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,34,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,34,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,34,3,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,34,4,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,34,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,35,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,35,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,35,3,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,35,4,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,35,5,Rhus ovata,rhov,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,35,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,36,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,36,2,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,36,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,37,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,37,2,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,37,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,38,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,38,2,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,38,ground,n/a,bare_ground,ground,ground,ground,ground
intact,Intact_3,3,39,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,39,2,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,39,ground,n/a,native_litter,ground,ground,ground,ground
intact,Intact_3,3,40,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,40,2,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,40,ground,n/a,nonnative_thatch,ground,ground,ground,ground
intact,Intact_3,3,41,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
intact,Intact_3,3,41,2,Heteromeles arbutifolia,HEAR,shrub,native,perennial,Rosaceae
intact,Intact_3,3,41,3,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
intact,Intact_3,3,41,ground,n/a,bare_ground,ground,ground,ground,ground
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
enhancement,ENH1,1,1,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,1,1,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,2,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,2,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,1,2,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,3,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,3,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,1,3,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,1,3,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,4,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,1,4,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,4,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,1,4,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,5,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,1,5,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,1,5,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,1,5,4,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,1,5,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,1,6,1,,BRRU dead,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,6,2,Hirschfeldia incana,hiin,herb,nonnative,annual,Brassicaceae
enhancement,ENH1,1,6,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,7,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,1,7,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,7,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,8,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,8,2,Dipterostemon capitatus,dica,herb,native,perennial,Themidaceae
enhancement,ENH1,1,8,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,9,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,9,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,1,9,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,10,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,10,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,1,10,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,11,1,Hirschfeldia incana,hiin,herb,nonnative,annual,Brassicaceae
enhancement,ENH1,1,11,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,1,11,ground,n/a,native_litter,ground,ground,ground,ground
enhancement,ENH1,1,12,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,12,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,1,12,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,13,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,13,2,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
enhancement,ENH1,1,13,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,14,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,14,2,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
enhancement,ENH1,1,14,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,15,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,15,2,Rhus ovata,RHOV,shrub,native,perennial,Anacardiaceae
enhancement,ENH1,1,15,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,16,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,1,16,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,16,3,Dipterostemon capitatus,dica,herb,native,perennial,Themidaceae
enhancement,ENH1,1,16,4,,d ceme,herb,nonnative,annual,Asteraceae
enhancement,ENH1,1,16,5,Rhus ovata,rhov,shrub,native,perennial,Anacardiaceae
enhancement,ENH1,1,16,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,1,17,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,1,17,2,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
enhancement,ENH1,1,17,3,Hirschfeldia incana,hiin,herb,nonnative,annual,Brassicaceae
enhancement,ENH1,1,17,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,1,18,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,1,18,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,18,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,1,18,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,19,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,1,19,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,20,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,20,2,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,1,20,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,21,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,1,21,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,1,21,ground,n/a,native_litter,ground,ground,ground,ground
enhancement,ENH1,1,22,1,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,1,22,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,1,22,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,23,1,Dipterostemon capitatus,dica,herb,native,perennial,Themidaceae
enhancement,ENH1,1,23,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,23,3,Salvia leucophylla,SALE,shrub,native,perennial,Lamiaceae
enhancement,ENH1,1,23,4,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,1,23,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,24,1,Dipterostemon capitatus,dica,herb,native,perennial,Themidaceae
enhancement,ENH1,1,24,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,1,24,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,25,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,1,25,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,26,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,26,2,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,herb,nonnative,annual,Asteraceae
enhancement,ENH1,1,26,3,Hirschfeldia incana,hiin,herb,nonnative,annual,Brassicaceae
enhancement,ENH1,1,26,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,1,27,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,27,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,1,28,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,1,28,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,28,3,Hirschfeldia incana,hiin,herb,nonnative,annual,Brassicaceae
enhancement,ENH1,1,28,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,29,1,Hirschfeldia incana,hiin,herb,nonnative,annual,Brassicaceae
enhancement,ENH1,1,29,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,29,3,Hirschfeldia incana,hiin,herb,nonnative,annual,Brassicaceae
enhancement,ENH1,1,29,4,Artemisia californica,arca,shrub,native,perennial,Asteraceae
enhancement,ENH1,1,29,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,1,30,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,30,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,1,31,1,Hirschfeldia incana,hiin,herb,nonnative,annual,Brassicaceae
enhancement,ENH1,1,31,2,,HIIN dead,herb,nonnative,annual,Brassicaceae
enhancement,ENH1,1,31,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,32,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,32,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,32,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,33,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,33,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,33,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,1,34,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,1,34,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
enhancement,ENH1,1,34,3,Avena barbata,avba,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,34,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,35,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,35,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,36,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,36,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,37,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,37,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,38,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,38,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,39,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,39,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,40,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,40,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,1,41,1,Dipterostemon capitatus,dica,herb,native,perennial,Themidaceae
enhancement,ENH1,1,41,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
enhancement,ENH1,1,41,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,1,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,1,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,2,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,2,2,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,3,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,2,3,2,Bromus rubens,brru,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,3,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,4,1,,d mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,4,2,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,2,4,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,5,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,2,5,2,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,2,5,3,,BRRU dead,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,5,4,,MAFA dead,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,5,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,6,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,7,1,,d ceme,herb,nonnative,annual,Asteraceae
enhancement,ENH1,2,7,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,8,1,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,2,8,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,8,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,9,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,2,9,2,Dipterostemon capitatus,dica,herb,native,perennial,Themidaceae
enhancement,ENH1,2,9,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,10,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,2,10,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,11,1,Elymus condensatus,elco,grass,native,perennial,Poaceae
enhancement,ENH1,2,11,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,11,3,Elymus condensatus,elco,grass,native,perennial,Poaceae
enhancement,ENH1,2,11,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,12,1,,BRRU dead,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,12,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,13,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,14,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,14,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,15,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,2,15,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,15,ground,n/a,moss,ground,ground,ground,ground
enhancement,ENH1,2,16,1,Centaurea melitensis,CENMEL,herb,nonnative,annual,Asteraceae
enhancement,ENH1,2,16,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,16,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,16,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,17,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,17,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,17,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,18,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,18,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,18,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,19,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,19,2,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,19,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,19,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,20,1,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,20,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,21,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,21,2,Stipa lepida,STLE,grass,native,perennial,Poaceae
enhancement,ENH1,2,21,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,21,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,22,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,22,2,Centaurea melitensis,ceme,herb,nonnative,annual,Asteraceae
enhancement,ENH1,2,22,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,22,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,23,1,Elymus condensatus,elco,grass,native,perennial,Poaceae
enhancement,ENH1,2,23,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,23,3,Elymus condensatus,elco,grass,native,perennial,Poaceae
enhancement,ENH1,2,23,4,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,23,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,24,1,Stephanomeria virgata,stephano,herb,native,annual,Asteraceae
enhancement,ENH1,2,24,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,24,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,24,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,25,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,25,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,25,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,26,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,26,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,26,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,27,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,27,2,Stephanomeria virgata,stepahno,herb,native,annual,Asteraceae
enhancement,ENH1,2,27,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,27,ground,n/a,nonnative_thatch,ground,ground,ground,ground
enhancement,ENH1,2,28,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,28,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,28,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,29,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,29,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,29,ground,n/a,bare_ground,ground,ground,ground,ground
enhancement,ENH1,2,30,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,30,2,Dipterostemon capitatus,dica,herb,native,perennial,Themidaceae
enhancement,ENH1,2,30,3,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,30,ground,n/a,native_litter,ground,ground,ground,ground
enhancement,ENH1,2,31,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
enhancement,ENH1,2,31,2,Malacothamnus fasciculatus,mafa,shrub,native,perennial,Malvaceae
enhancement,ENH1,2,31,ground,n/a,moss,ground,ground,ground,ground
enhancement,ENH1,2,32,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
