standtype,site,rep,species,lifeform,status,lifecycle,family,site_rep
intact,Intact3,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,Intact3_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
degraded,DEG2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_4
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
matrix,ENH1,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_1
degraded,DEG2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_4
degraded,DEG2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_6
matrix,ENH1,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_1
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
degraded,DEG2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,DEG2_5
matrix,ENH2,5,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_5
matrix,ENH2,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_4
matrix,ENH2,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH2_6
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_2
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,ENH1_3
matrix,ENH1,3,Marah macrocarpa,herb,native,perennial,Cucurbitaceae,ENH1_3
intact,Intact_2,2,moss,ground,ground,ground,ground,Intact_2_2
matrix,ENH1,2,moss,ground,ground,ground,ground,ENH1_2
matrix,ENH1,2,moss,ground,ground,ground,ground,ENH1_2
matrix,ENH1,2,moss,ground,ground,ground,ground,ENH1_2
matrix,ENH1,2,moss,ground,ground,ground,ground,ENH1_2
degraded,DEG1,2,native_litter,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,native_litter,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,native_litter,ground,ground,ground,ground,DEG1_2
degraded,DEG2,4,native_litter,ground,ground,ground,ground,DEG2_4
intact,Intact_1,1,native_litter,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,native_litter,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,native_litter,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,native_litter,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,native_litter,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,native_litter,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,native_litter,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,native_litter,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,native_litter,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,native_litter,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,native_litter,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,native_litter,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,native_litter,ground,ground,ground,ground,Intact_1_1
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,native_litter,ground,ground,ground,ground,Intact_2_2
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,native_litter,ground,ground,ground,ground,Intact_3_3
matrix,ENH1,1,native_litter,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,native_litter,ground,ground,ground,ground,ENH1_1
matrix,ENH1,2,native_litter,ground,ground,ground,ground,ENH1_2
matrix,ENH1,2,native_litter,ground,ground,ground,ground,ENH1_2
matrix,ENH1,3,native_litter,ground,ground,ground,ground,ENH1_3
matrix,ENH1,3,native_litter,ground,ground,ground,ground,ENH1_3
matrix,ENH1,3,native_litter,ground,ground,ground,ground,ENH1_3
matrix,ENH1,3,native_litter,ground,ground,ground,ground,ENH1_3
matrix,ENH1,3,native_litter,ground,ground,ground,ground,ENH1_3
matrix,ENH1,3,native_litter,ground,ground,ground,ground,ENH1_3
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,1,nonnative_thatch,ground,ground,ground,ground,DEG1_1
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,2,nonnative_thatch,ground,ground,ground,ground,DEG1_2
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG1,3,nonnative_thatch,ground,ground,ground,ground,DEG1_3
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,4,nonnative_thatch,ground,ground,ground,ground,DEG2_4
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,5,nonnative_thatch,ground,ground,ground,ground,DEG2_5
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
degraded,DEG2,6,nonnative_thatch,ground,ground,ground,ground,DEG2_6
intact,Intact_1,1,nonnative_thatch,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,nonnative_thatch,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,nonnative_thatch,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,nonnative_thatch,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,nonnative_thatch,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,nonnative_thatch,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,nonnative_thatch,ground,ground,ground,ground,Intact_1_1
intact,Intact_1,1,nonnative_thatch,ground,ground,ground,ground,Intact_1_1
intact,Intact_2,2,nonnative_thatch,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,nonnative_thatch,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,nonnative_thatch,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,nonnative_thatch,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,nonnative_thatch,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,nonnative_thatch,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,nonnative_thatch,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,nonnative_thatch,ground,ground,ground,ground,Intact_2_2
intact,Intact_2,2,nonnative_thatch,ground,ground,ground,ground,Intact_2_2
intact,Intact_3,3,nonnative_thatch,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,nonnative_thatch,ground,ground,ground,ground,Intact_3_3
intact,Intact_3,3,nonnative_thatch,ground,ground,ground,ground,Intact_3_3
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
matrix,ENH1,1,nonnative_thatch,ground,ground,ground,ground,ENH1_1
