"","standtype","site","rep","species","lifeform","status","lifecycle","family"
"1310","matrix","ENH2",5,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1311","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1312","matrix","ENH2",5,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1313","matrix","ENH2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1314","matrix","ENH2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1315","matrix","ENH2",5,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1316","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1317","matrix","ENH2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1318","matrix","ENH2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1319","matrix","ENH2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1320","matrix","ENH2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1321","matrix","ENH2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1322","matrix","ENH2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1323","matrix","ENH2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1324","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1325","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1326","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1327","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1328","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1329","matrix","ENH2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"1330","matrix","ENH2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1331","matrix","ENH2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"1332","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1333","matrix","ENH2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"1334","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1335","matrix","ENH2",5,"Acmispon glaber","herb","native","annual","Fabaceae"
"1336","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1337","matrix","ENH2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"1338","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1339","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1340","matrix","ENH2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1341","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1342","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1343","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1344","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1345","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1346","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1347","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1348","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1349","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1350","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1351","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1352","matrix","ENH2",5,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1353","matrix","ENH2",5,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1354","matrix","ENH2",5,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1355","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1356","matrix","ENH2",5,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1357","matrix","ENH2",5,"Avena barbata","grass","nonnative","annual","Poaceae"
"1358","matrix","ENH2",5,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1359","matrix","ENH2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1360","matrix","ENH2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1361","matrix","ENH2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1362","matrix","ENH2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1363","matrix","ENH2",5,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1364","matrix","ENH2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1365","matrix","ENH2",6,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"1366","matrix","ENH2",6,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1367","matrix","ENH2",6,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1368","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1369","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1370","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1371","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1372","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1373","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1374","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1375","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1376","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1377","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1378","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1379","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1380","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1381","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1382","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1383","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1384","matrix","ENH2",6,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1385","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1386","matrix","ENH2",6,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1387","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1388","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1389","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1390","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1391","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1392","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1393","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1394","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1395","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1396","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1397","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1398","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1399","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1400","matrix","ENH2",6,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1401","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1402","matrix","ENH2",6,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1403","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1404","matrix","ENH2",6,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1405","matrix","ENH2",6,"Artemisia californica","shrub","native","perennial","Asteraceae"
"1406","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1407","matrix","ENH2",6,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1408","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1409","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1410","matrix","ENH2",6,"Artemisia californica","shrub","native","perennial","Asteraceae"
"1411","matrix","ENH2",6,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1412","matrix","ENH2",6,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1413","matrix","ENH2",6,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1414","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1415","matrix","ENH2",6,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1416","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1417","matrix","ENH2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1418","matrix","ENH2",6,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"1419","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1420","matrix","ENH2",6,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1421","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1422","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1423","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1424","matrix","ENH2",6,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1425","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1426","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1427","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1428","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1429","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1430","matrix","ENH2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"1431","matrix","ENH2",6,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1432","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1433","matrix","ENH2",6,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1434","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1435","matrix","ENH2",6,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"1436","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1437","matrix","ENH2",6,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1438","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1439","matrix","ENH2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1440","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1441","matrix","ENH2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1442","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1443","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1444","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1445","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1446","matrix","ENH2",6,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1447","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"1448","matrix","ENH2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"1449","matrix","ENH2",6,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"1450","matrix","ENH2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
